# Distance (Angstrom)	Energy (Hartree)
0.1	2.715809425962524
0.1028056112224449	2.573362550671971
0.10561122244488978	2.4386349108468877
0.10841683366733468	2.311030221836967
0.11122244488977956	2.190012294191016
0.11402805611222445	2.0750976399229923
0.11683366733466935	1.9658491441571417
0.11963927855711423	1.8618706272639907
0.12244488977955913	1.7628021546596466
0.12525050100200402	1.6683159770334637
0.1280561122244489	1.5781130043190195
0.13086172344689379	1.4919197333046839
0.13366733466933867	1.409485562231918
0.13647294589178358	1.3305804366906122
0.13927855711422846	1.254992780094836
0.14208416833667337	1.1825276694037714
0.14488977955911825	1.1130052228434626
0.14769539078156313	1.0462591714393432
0.150501002004008	0.9821355903721349
0.15330661322645292	0.9204917696820333
0.1561122244488978	0.8611952067898966
0.15891783567134268	0.8041227057795756
0.1617234468937876	0.7491595704760032
0.16452905811623247	0.6961988801214902
0.16733466933867736	0.6451408379547442
0.17014028056112224	0.5958921842767042
0.17294589178356712	0.5483656666783772
0.17575150300601203	0.5024795610426147
0.17855711422845694	0.4581572377333639
0.18136272545090182	0.41532676807868363
0.1841683366733467	0.373920566848457
0.18697394789579158	0.33387506694591396
0.18977955911823646	0.29513042297730163
0.19258517034068137	0.25763024075336904
0.19539078156312625	0.2213213301165673
0.19819639278557116	0.1861534787790704
0.20100200400801604	0.15207924511927973
0.20380761523046093	0.11905376810848867
0.2066132264529058	0.08703459273760072
0.2094188376753507	0.05598150948957137
0.2122244488977956	0.025856406557309253
0.21503006012024048	-0.00337686635954082
0.2178356713426854	-0.031752623722357876
0.22064128256513027	-0.059303460225931026
0.22344689378757515	-0.08606035811894197
0.22625250501002003	-0.11205278653393236
0.22905811623246494	-0.13730879351198866
0.23186372745490982	-0.16185509134275766
0.2346693386773547	-0.18571713577969484
0.23747494989979961	-0.20891919963756134
0.2402805611222445	-0.231484441233076
0.24308617234468938	-0.25343496808538557
0.24589178356713426	-0.27479189625617984
0.24869739478957917	-0.29557540567447393
0.251503006012024	-0.31580479176004383
0.25430861723446896	-0.33549851363265304
0.25711422845691384	-0.35467423916797514
0.2599198396793587	-0.37334888713929615
0.2627254509018036	-0.3915386666637447
0.2655310621242485	-0.4092591141525779
0.2683366733466934	-0.4265251279489891
0.27114228456913825	-0.4433510008214563
0.2739478957915832	-0.45975045046685814
0.27675350701402807	-0.47573664816512584
0.27955911823647295	-0.4913222457153448
0.28236472945891783	-0.5065194007740197
0.2851703406813627	-0.5213398007053699
0.28797595190380765	-0.5357946850452056
0.2907815631262525	-0.549894866673549
0.2935871743486974	-0.5636507517813071
0.2963927855711423	-0.5770723587120808
0.2991983967935872	-0.5901693357529771
0.30200400801603206	-0.6029509779427288
0.30480961923847694	-0.6154262429614075
0.3076152304609219	-0.6276037661594814
0.3104208416833667	-0.6394918747818528
0.31322645290581164	-0.6510986014368955
0.3160320641282565	-0.6624316968577021
0.3188376753507014	-0.6734986419993035
0.3216432865731463	-0.6843066595124091
0.32444889779559116	-0.694862724631627
0.3272545090180361	-0.7051735755129805
0.3300601202404809	-0.715245723053987
0.33286573146292586	-0.7250854602267702
